video_id,title,duration_sec,hashtags_count,views,likes,comments,shares,upload_hour,category
vid_2504,Short Video #1504,37,5,38506,2658,679,316,11,Comedy
vid_2505,Short Video #1505,27,4,134071,18452,1833,1013,1,Food
vid_2506,Short Video #1506,59,8,215745,23133,3964,2088,10,Tech
vid_2507,Short Video #1507,32,9,57375,3970,703,461,11,Travel
vid_2508,Short Video #1508,36,7,75048,9707,1418,276,17,Tech
vid_2509,Short Video #1509,54,6,236159,12618,2434,1599,12,Tech
vid_2510,Short Video #1510,11,6,100805,14944,1599,710,4,Travel
vid_2511,Short Video #1511,33,5,90605,12368,862,904,21,Comedy
vid_2512,Short Video #1512,12,4,44283,4780,222,99,11,Food
vid_2513,Short Video #1513,5,3,187651,11471,2007,510,1,Food
vid_2514,Short Video #1514,59,2,88160,6305,1416,211,4,Tech
vid_2515,Short Video #1515,7,2,26833,2091,194,169,6,Travel
vid_2516,Short Video #1516,28,5,38423,2847,483,85,23,Lifestyle
vid_2517,Short Video #1517,27,3,70477,7030,576,486,11,Comedy
vid_2518,Short Video #1518,12,5,51859,7491,317,427,15,Tech
vid_2519,Short Video #1519,58,2,56978,5379,812,278,22,Food
vid_2520,Short Video #1520,51,3,403044,46816,7770,2436,7,Education
vid_2521,Short Video #1521,41,8,150921,17938,1457,1390,8,Education
vid_2522,Short Video #1522,7,4,21027,2884,288,128,14,Travel
vid_2523,Short Video #1523,55,6,81748,4363,1578,235,4,Travel
vid_2524,Short Video #1524,37,9,93554,8460,1380,382,12,Tech
vid_2525,Short Video #1525,32,1,40694,5228,614,234,4,Lifestyle
vid_2526,Short Video #1526,51,4,136030,17886,1045,325,10,Food
vid_2527,Short Video #1527,12,8,29003,4139,359,188,9,Tech
vid_2528,Short Video #1528,38,2,190644,22930,2002,1905,19,Lifestyle
vid_2529,Short Video #1529,39,8,234431,17468,2828,1611,12,Travel
vid_2530,Short Video #1530,36,5,404963,40725,6889,1762,8,Education
vid_2531,Short Video #1531,28,3,38384,2043,457,152,20,Comedy
vid_2532,Short Video #1532,18,6,43367,4973,257,406,13,Education
vid_2533,Short Video #1533,36,7,149582,15770,2779,1322,17,Food
vid_2534,Short Video #1534,60,5,200708,23419,2643,1053,14,Food
vid_2535,Short Video #1535,50,4,160391,22938,3026,670,9,Education
vid_2536,Short Video #1536,47,5,188684,22402,2563,1395,23,Education
vid_2537,Short Video #1537,20,4,225504,18501,1363,863,6,Lifestyle
vid_2538,Short Video #1538,8,7,111452,7787,1481,231,7,Tech
vid_2539,Short Video #1539,56,0,86896,11771,1184,329,2,Travel
vid_2540,Short Video #1540,41,6,43438,3016,356,213,14,Lifestyle
vid_2541,Short Video #1541,58,9,82548,5461,995,272,15,Comedy
vid_2542,Short Video #1542,25,9,90496,6394,1076,267,3,Education
vid_2543,Short Video #1543,18,1,55836,5632,800,58,20,Comedy
vid_2544,Short Video #1544,35,8,96477,6021,858,644,5,Comedy
vid_2545,Short Video #1545,59,0,52186,7504,716,340,0,Lifestyle
vid_2546,Short Video #1546,52,9,192528,28229,1658,518,3,Travel
vid_2547,Short Video #1547,22,5,127451,18783,1490,1209,10,Food
vid_2548,Short Video #1548,11,8,74924,4039,512,351,11,Tech
vid_2549,Short Video #1549,14,0,110558,15988,614,135,4,Food
vid_2550,Short Video #1550,11,3,50865,7616,498,151,22,Travel
vid_2551,Short Video #1551,37,3,54056,7797,492,390,20,Food
vid_2552,Short Video #1552,27,8,67486,7902,749,189,15,Education
vid_2553,Short Video #1553,25,4,87978,10568,1709,130,12,Education
vid_2554,Short Video #1554,23,4,107443,6685,1378,704,12,Lifestyle
vid_2555,Short Video #1555,52,5,107698,14800,1432,610,16,Comedy
vid_2556,Short Video #1556,23,0,44744,2504,855,351,6,Travel
vid_2557,Short Video #1557,40,0,94048,7690,1769,748,7,Travel
vid_2558,Short Video #1558,33,8,60425,9010,1103,582,12,Food
vid_2559,Short Video #1559,22,2,12767,1177,82,19,22,Lifestyle
vid_2560,Short Video #1560,6,3,600000,37869,8708,810,15,Food
vid_2561,Short Video #1561,5,0,61133,8982,1046,604,3,Food
vid_2562,Short Video #1562,51,8,63203,9380,1108,430,7,Travel
vid_2563,Short Video #1563,9,7,44008,3023,601,327,15,Food
vid_2564,Short Video #1564,24,1,52339,7143,275,97,20,Comedy
vid_2565,Short Video #1565,15,7,88150,7849,1728,143,9,Food
vid_2566,Short Video #1566,46,6,222145,19579,2684,542,11,Comedy
vid_2567,Short Video #1567,6,5,87850,6700,957,425,11,Travel
vid_2568,Short Video #1568,7,0,81296,4428,888,161,4,Lifestyle
vid_2569,Short Video #1569,27,6,202838,15578,2304,1017,15,Education
vid_2570,Short Video #1570,59,9,72067,3990,622,436,0,Comedy
vid_2571,Short Video #1571,16,6,99976,14240,990,100,8,Lifestyle
vid_2572,Short Video #1572,24,8,56786,6596,1123,115,11,Lifestyle
vid_2573,Short Video #1573,9,0,271327,37622,2855,1187,4,Comedy
vid_2574,Short Video #1574,41,1,185184,22542,2389,274,21,Travel
vid_2575,Short Video #1575,42,8,90057,5685,1596,198,19,Tech
vid_2576,Short Video #1576,34,8,77678,11190,1002,239,21,Lifestyle
vid_2577,Short Video #1577,13,5,96847,13557,955,471,23,Lifestyle
vid_2578,Short Video #1578,38,5,90850,7704,1167,675,2,Travel
vid_2579,Short Video #1579,57,3,39023,2386,261,85,4,Travel
vid_2580,Short Video #1580,48,3,189018,22760,1313,1444,1,Food
vid_2581,Short Video #1581,39,4,86138,10580,1327,749,13,Travel
vid_2582,Short Video #1582,56,2,308354,43071,5785,2116,1,Lifestyle
vid_2583,Short Video #1583,26,0,127145,7026,2019,177,12,Comedy
vid_2584,Short Video #1584,48,0,21749,1395,133,108,6,Tech
vid_2585,Short Video #1585,28,6,45753,5024,505,317,9,Food
vid_2586,Short Video #1586,21,0,27237,3048,137,267,12,Comedy
vid_2587,Short Video #1587,14,0,45413,2423,575,434,15,Tech
vid_2588,Short Video #1588,34,2,37043,3322,292,168,13,Tech
vid_2589,Short Video #1589,60,9,114868,12453,2070,751,10,Tech
vid_2590,Short Video #1590,50,3,81662,10109,536,736,9,Education
vid_2591,Short Video #1591,27,3,153940,12563,773,1305,5,Comedy
vid_2592,Short Video #1592,36,1,96484,9493,1135,512,3,Food
vid_2593,Short Video #1593,21,0,85460,11229,626,286,20,Food
vid_2594,Short Video #1594,54,2,328379,47742,5276,733,0,Tech
vid_2595,Short Video #1595,55,3,112836,8240,2121,608,6,Comedy
vid_2596,Short Video #1596,21,2,94060,7083,529,705,23,Education
vid_2597,Short Video #1597,18,7,59156,8517,646,575,8,Tech
vid_2598,Short Video #1598,13,9,48749,4367,972,426,7,Travel
vid_2599,Short Video #1599,44,0,156733,19095,2506,444,4,Food
vid_2600,Short Video #1600,6,1,151208,16818,2917,1130,18,Lifestyle
vid_2601,Short Video #1601,49,6,253456,19911,1891,912,9,Tech
vid_2602,Short Video #1602,29,3,131576,15178,1094,940,10,Travel
vid_2603,Short Video #1603,43,7,77974,9010,570,545,14,Food
vid_2604,Short Video #1604,13,2,134135,14653,1279,463,5,Education
vid_2605,Short Video #1605,58,5,94072,5641,1492,292,14,Comedy
vid_2606,Short Video #1606,26,8,165915,24807,1240,321,4,Food
vid_2607,Short Video #1607,47,0,219827,19793,2827,319,18,Comedy
vid_2608,Short Video #1608,50,0,89220,10155,806,778,21,Comedy
vid_2609,Short Video #1609,8,7,283335,39263,4940,410,18,Education
vid_2610,Short Video #1610,30,2,201391,18594,1026,362,9,Education
vid_2611,Short Video #1611,33,4,99768,12709,832,314,11,Tech
vid_2612,Short Video #1612,49,0,147627,21728,2078,1327,21,Tech
vid_2613,Short Video #1613,38,4,118574,10184,764,473,3,Food
vid_2614,Short Video #1614,27,5,100027,9055,1199,272,17,Education
vid_2615,Short Video #1615,41,7,311105,43728,3591,2314,15,Travel
vid_2616,Short Video #1616,15,2,134667,8883,2395,521,7,Food
vid_2617,Short Video #1617,10,2,59600,3150,857,238,3,Lifestyle
vid_2618,Short Video #1618,22,9,53274,7505,777,407,22,Comedy
vid_2619,Short Video #1619,25,8,54597,7215,1052,178,11,Comedy
vid_2620,Short Video #1620,46,3,132415,19499,2613,1201,1,Tech
vid_2621,Short Video #1621,40,3,80425,4489,1190,486,3,Travel
vid_2622,Short Video #1622,45,6,120568,7911,1546,704,4,Education
vid_2623,Short Video #1623,42,1,173136,10480,2444,585,2,Education
vid_2624,Short Video #1624,38,7,333443,39460,3580,2839,8,Tech
vid_2625,Short Video #1625,21,5,81545,9018,1615,501,20,Lifestyle
vid_2626,Short Video #1626,41,2,42398,3643,660,101,17,Food
vid_2627,Short Video #1627,29,8,289364,16129,2709,826,10,Food
vid_2628,Short Video #1628,42,4,41181,4693,241,214,2,Travel
vid_2629,Short Video #1629,16,7,40220,4304,228,322,22,Tech
vid_2630,Short Video #1630,27,6,284893,17461,2300,2693,1,Tech
vid_2631,Short Video #1631,57,7,187163,26369,1589,1304,8,Lifestyle
vid_2632,Short Video #1632,46,6,132045,9229,1482,733,13,Food
vid_2633,Short Video #1633,26,2,95802,11913,787,311,3,Tech
vid_2634,Short Video #1634,25,1,85517,11844,1236,603,8,Education
vid_2635,Short Video #1635,31,6,66803,7211,545,657,12,Travel
vid_2636,Short Video #1636,35,2,83297,6221,651,440,17,Food
vid_2637,Short Video #1637,10,2,95946,7764,1157,235,14,Lifestyle
vid_2638,Short Video #1638,31,1,43274,5996,793,83,9,Travel
vid_2639,Short Video #1639,44,3,60346,4817,725,206,15,Comedy
vid_2640,Short Video #1640,38,7,27801,3464,311,170,11,Education
vid_2641,Short Video #1641,16,0,103440,15414,1414,984,19,Lifestyle
vid_2642,Short Video #1642,49,0,103451,15515,916,381,4,Travel
vid_2643,Short Video #1643,57,4,286963,29657,2956,1075,1,Tech
vid_2644,Short Video #1644,11,4,123665,16404,1014,659,9,Comedy
vid_2645,Short Video #1645,14,0,70712,10537,960,655,0,Lifestyle
vid_2646,Short Video #1646,49,5,87534,7656,1353,417,6,Tech
vid_2647,Short Video #1647,21,0,132202,9947,1996,397,16,Education
vid_2648,Short Video #1648,30,4,113161,6950,998,279,15,Comedy
vid_2649,Short Video #1649,25,8,139660,8950,2331,714,23,Food
vid_2650,Short Video #1650,32,4,123775,16753,1094,1015,2,Tech
vid_2651,Short Video #1651,50,5,84830,9235,615,307,13,Travel
vid_2652,Short Video #1652,6,7,71576,9832,733,401,9,Lifestyle
vid_2653,Short Video #1653,58,0,69304,8936,967,445,21,Comedy
vid_2654,Short Video #1654,47,1,56660,6650,403,286,6,Tech
vid_2655,Short Video #1655,5,8,51571,5720,759,140,16,Food
vid_2656,Short Video #1656,55,2,297472,16311,5338,2765,5,Lifestyle
vid_2657,Short Video #1657,57,5,106385,14598,999,647,22,Lifestyle
vid_2658,Short Video #1658,40,4,89932,8254,1056,680,21,Tech
vid_2659,Short Video #1659,55,1,73311,7769,617,492,3,Food
vid_2660,Short Video #1660,30,6,127685,6664,1330,1274,16,Education
vid_2661,Short Video #1661,33,3,203251,29188,1083,1037,8,Education
vid_2662,Short Video #1662,25,0,152353,21371,2941,735,3,Comedy
vid_2663,Short Video #1663,15,3,171605,17903,1928,727,6,Tech
vid_2664,Short Video #1664,44,5,69430,7479,1168,295,22,Comedy
vid_2665,Short Video #1665,15,6,98471,11865,703,342,1,Education
vid_2666,Short Video #1666,40,6,69980,5351,1202,687,16,Lifestyle
vid_2667,Short Video #1667,53,6,105263,7599,1884,930,23,Comedy
vid_2668,Short Video #1668,43,2,211833,24869,3332,815,7,Food
vid_2669,Short Video #1669,44,5,128494,7766,2383,481,22,Travel
vid_2670,Short Video #1670,39,7,261981,24994,1966,506,14,Education
vid_2671,Short Video #1671,58,3,83024,8242,1008,738,14,Education
vid_2672,Short Video #1672,38,7,60829,5361,869,264,7,Food
vid_2673,Short Video #1673,59,1,134225,9198,1871,825,15,Comedy
vid_2674,Short Video #1674,51,9,106012,9067,1899,965,18,Tech
vid_2675,Short Video #1675,28,8,119805,10034,986,559,10,Lifestyle
vid_2676,Short Video #1676,58,8,109527,10944,836,904,1,Travel
vid_2677,Short Video #1677,26,7,73816,8671,649,359,22,Tech
vid_2678,Short Video #1678,9,9,111017,16299,2039,811,23,Tech
vid_2679,Short Video #1679,60,9,177020,11402,3383,863,16,Food
vid_2680,Short Video #1680,37,0,188276,25850,2550,853,15,Comedy
vid_2681,Short Video #1681,40,1,73591,5770,921,729,14,Education
vid_2682,Short Video #1682,51,5,113391,12375,1596,738,12,Education
vid_2683,Short Video #1683,24,9,239489,25068,3411,1031,14,Food
vid_2684,Short Video #1684,23,4,74552,7879,563,247,3,Comedy
vid_2685,Short Video #1685,39,8,66858,8179,1022,90,15,Food
vid_2686,Short Video #1686,56,4,158997,14018,1873,1170,11,Education
vid_2687,Short Video #1687,47,1,143110,11722,1826,622,3,Tech
vid_2688,Short Video #1688,21,9,59743,8082,325,501,2,Lifestyle
vid_2689,Short Video #1689,49,3,42630,3069,702,182,21,Comedy
vid_2690,Short Video #1690,47,8,112076,7623,1964,488,16,Travel
vid_2691,Short Video #1691,38,0,76790,3959,1097,615,21,Travel
vid_2692,Short Video #1692,13,0,35938,2553,583,194,17,Tech
vid_2693,Short Video #1693,30,6,65360,6657,839,585,17,Food
vid_2694,Short Video #1694,6,2,141713,14717,2022,894,22,Food
vid_2695,Short Video #1695,57,9,90143,6800,984,285,16,Education
vid_2696,Short Video #1696,13,1,252625,14457,4263,1544,11,Tech
vid_2697,Short Video #1697,13,8,28216,3511,339,29,22,Education
vid_2698,Short Video #1698,44,2,220310,27714,3349,839,20,Education
vid_2699,Short Video #1699,21,1,80310,12029,1150,230,23,Travel
vid_2700,Short Video #1700,5,7,73640,10309,1143,507,3,Education
vid_2701,Short Video #1701,29,9,38920,5550,653,86,11,Education
vid_2702,Short Video #1702,47,5,130489,16940,1655,471,22,Travel
vid_2703,Short Video #1703,44,5,32989,3679,567,131,21,Food
vid_2704,Short Video #1704,46,9,161254,10135,2009,166,20,Comedy
vid_2705,Short Video #1705,29,6,39814,4468,770,56,19,Lifestyle
vid_2706,Short Video #1706,43,6,43764,2433,712,166,14,Education
vid_2707,Short Video #1707,39,5,48304,6691,365,144,22,Comedy
vid_2708,Short Video #1708,7,3,64243,6307,1120,131,15,Travel
vid_2709,Short Video #1709,54,8,173727,20803,2306,414,4,Comedy
vid_2710,Short Video #1710,41,5,243378,13440,4810,2073,20,Lifestyle
vid_2711,Short Video #1711,48,3,68353,7069,1078,488,14,Comedy
vid_2712,Short Video #1712,48,2,95996,7691,601,514,16,Comedy
vid_2713,Short Video #1713,55,3,132448,10396,1446,1215,17,Comedy
vid_2714,Short Video #1714,34,2,81016,7207,1033,102,4,Comedy
vid_2715,Short Video #1715,42,1,129372,6476,2275,530,12,Tech
vid_2716,Short Video #1716,38,4,98474,9519,1569,828,18,Education
vid_2717,Short Video #1717,16,1,84789,8365,893,564,12,Travel
vid_2718,Short Video #1718,23,5,42112,5740,623,414,17,Lifestyle
vid_2719,Short Video #1719,41,2,107950,10239,1473,1025,13,Travel
vid_2720,Short Video #1720,48,5,175435,15149,1208,443,3,Tech
vid_2721,Short Video #1721,53,9,61885,9250,527,603,3,Tech
vid_2722,Short Video #1722,21,8,30304,3246,306,288,19,Tech
vid_2723,Short Video #1723,14,0,81492,7926,646,355,19,Education
vid_2724,Short Video #1724,59,5,244229,24323,1771,2404,18,Tech
vid_2725,Short Video #1725,53,8,204264,26741,1199,270,12,Comedy
vid_2726,Short Video #1726,51,3,69683,5858,1261,484,11,Travel
vid_2727,Short Video #1727,16,1,129742,11536,1211,440,6,Food
vid_2728,Short Video #1728,20,3,142646,17914,1334,308,11,Lifestyle
vid_2729,Short Video #1729,28,0,241398,13831,1953,1496,20,Tech
vid_2730,Short Video #1730,23,2,38935,5315,472,146,3,Travel
vid_2731,Short Video #1731,12,9,51984,4835,660,363,1,Tech
vid_2732,Short Video #1732,35,8,29559,3196,240,173,1,Education
vid_2733,Short Video #1733,25,9,65706,8262,928,297,4,Tech
vid_2734,Short Video #1734,21,4,187172,14338,2965,493,22,Tech
vid_2735,Short Video #1735,27,5,70556,9809,748,452,9,Tech
vid_2736,Short Video #1736,41,2,45030,6660,620,381,9,Tech
vid_2737,Short Video #1737,58,4,113094,11244,1417,723,8,Lifestyle
vid_2738,Short Video #1738,20,7,114854,16503,911,745,12,Travel
vid_2739,Short Video #1739,10,5,53624,2687,855,300,6,Education
vid_2740,Short Video #1740,12,3,72865,10159,1240,327,4,Tech
vid_2741,Short Video #1741,29,1,108049,8763,1591,552,9,Tech
vid_2742,Short Video #1742,22,8,154444,12533,1522,1529,9,Tech
vid_2743,Short Video #1743,29,0,66881,4869,1264,518,5,Tech
vid_2744,Short Video #1744,16,0,61341,5011,725,299,18,Comedy
vid_2745,Short Video #1745,19,3,310995,22189,2795,1590,20,Comedy
vid_2746,Short Video #1746,30,6,83749,11774,931,460,7,Food
vid_2747,Short Video #1747,45,0,114652,16040,1763,794,0,Tech
vid_2748,Short Video #1748,49,8,145658,8771,2576,756,16,Food
vid_2749,Short Video #1749,30,3,33788,2172,349,242,6,Lifestyle
vid_2750,Short Video #1750,51,2,97624,13296,828,386,13,Food
vid_2751,Short Video #1751,36,0,36774,3305,529,172,20,Travel
vid_2752,Short Video #1752,14,9,91265,6108,1717,800,20,Comedy
vid_2753,Short Video #1753,20,3,225004,22740,1743,891,16,Comedy
vid_2754,Short Video #1754,11,8,54226,4970,924,524,8,Tech
vid_2755,Short Video #1755,21,9,36320,2611,441,92,16,Tech
vid_2756,Short Video #1756,27,5,306389,37402,5206,972,4,Lifestyle
vid_2757,Short Video #1757,30,5,49600,5611,624,256,19,Education
vid_2758,Short Video #1758,25,0,40169,2408,428,328,7,Lifestyle
vid_2759,Short Video #1759,26,9,260776,37170,4029,1977,5,Travel
vid_2760,Short Video #1760,11,1,48441,5127,896,124,10,Tech
vid_2761,Short Video #1761,18,5,264857,19869,2596,829,18,Tech
vid_2762,Short Video #1762,19,1,116361,8218,1386,718,3,Lifestyle
vid_2763,Short Video #1763,57,2,213282,13563,1800,779,17,Lifestyle
vid_2764,Short Video #1764,11,3,110375,10205,855,529,0,Lifestyle
vid_2765,Short Video #1765,13,4,188682,11991,3145,1014,12,Comedy
vid_2766,Short Video #1766,55,8,56893,5210,455,361,13,Food
vid_2767,Short Video #1767,52,3,68311,4431,1154,222,23,Food
vid_2768,Short Video #1768,12,8,27741,3209,317,68,0,Tech
vid_2769,Short Video #1769,54,9,176852,22729,3523,811,10,Comedy
vid_2770,Short Video #1770,27,2,126974,13326,1010,220,16,Lifestyle
vid_2771,Short Video #1771,33,7,53938,6364,344,309,3,Tech
vid_2772,Short Video #1772,22,0,34567,4972,211,295,11,Comedy
vid_2773,Short Video #1773,35,8,116901,13307,2049,242,9,Travel
vid_2774,Short Video #1774,34,8,269836,23318,3121,543,5,Education
vid_2775,Short Video #1775,56,9,90873,8628,458,156,0,Comedy
vid_2776,Short Video #1776,43,1,66498,9047,1205,573,6,Tech
vid_2777,Short Video #1777,39,3,56260,3548,1021,97,20,Food
vid_2778,Short Video #1778,22,7,208899,17249,3571,2057,15,Lifestyle
vid_2779,Short Video #1779,46,6,61849,6662,539,261,23,Education
vid_2780,Short Video #1780,43,0,79007,9294,836,312,13,Travel
vid_2781,Short Video #1781,21,4,184432,23302,2982,336,22,Education
vid_2782,Short Video #1782,18,6,144710,11840,1785,907,19,Education
vid_2783,Short Video #1783,35,3,80842,5221,590,507,19,Comedy
vid_2784,Short Video #1784,28,0,64900,9441,560,353,5,Tech
vid_2785,Short Video #1785,39,8,237838,13708,4658,903,21,Tech
vid_2786,Short Video #1786,48,4,50522,3010,367,218,4,Education
vid_2787,Short Video #1787,49,1,87014,8657,1382,338,23,Lifestyle
vid_2788,Short Video #1788,38,7,39993,5276,486,193,20,Tech
vid_2789,Short Video #1789,7,1,201454,25675,3269,821,17,Education
vid_2790,Short Video #1790,41,2,74240,10673,1107,525,14,Tech
vid_2791,Short Video #1791,47,9,64875,4162,751,237,5,Lifestyle
vid_2792,Short Video #1792,44,0,146825,12857,1513,610,18,Travel
vid_2793,Short Video #1793,30,1,41969,3282,684,206,0,Education
vid_2794,Short Video #1794,59,6,144528,19668,1423,149,0,Food
vid_2795,Short Video #1795,27,9,79512,7858,1337,431,12,Food
vid_2796,Short Video #1796,48,1,47897,2523,727,158,2,Education
vid_2797,Short Video #1797,43,5,54493,6582,744,82,9,Comedy
vid_2798,Short Video #1798,19,2,65478,5819,689,602,20,Travel
vid_2799,Short Video #1799,60,3,75627,7798,610,295,2,Comedy
vid_2800,Short Video #1800,53,7,48092,6703,752,232,8,Food
vid_2801,Short Video #1801,8,2,117795,8913,750,994,7,Lifestyle
vid_2802,Short Video #1802,33,9,47342,3504,925,118,2,Education
vid_2803,Short Video #1803,26,5,23883,1822,470,206,12,Tech
vid_2804,Short Video #1804,29,0,312316,26175,2171,991,5,Food
vid_2805,Short Video #1805,17,6,111163,6751,729,700,12,Travel
vid_2806,Short Video #1806,22,7,329619,39462,3688,2363,22,Food
vid_2807,Short Video #1807,37,7,52775,3733,1026,482,19,Travel
vid_2808,Short Video #1808,20,2,131646,18774,1448,851,19,Travel
vid_2809,Short Video #1809,49,9,168849,12084,1765,857,11,Education
vid_2810,Short Video #1810,46,0,88114,6658,1370,541,12,Travel
vid_2811,Short Video #1811,48,8,41495,3307,318,116,1,Comedy
vid_2812,Short Video #1812,6,5,84230,10684,880,606,20,Lifestyle
vid_2813,Short Video #1813,59,8,143751,13334,1346,385,23,Food
vid_2814,Short Video #1814,39,6,140495,18535,1970,845,22,Lifestyle
vid_2815,Short Video #1815,46,0,98619,12671,733,673,15,Tech
vid_2816,Short Video #1816,38,0,169121,24175,2237,1536,22,Food
vid_2817,Short Video #1817,34,5,164398,20658,2936,830,5,Lifestyle
vid_2818,Short Video #1818,59,4,72099,3979,916,575,18,Lifestyle
vid_2819,Short Video #1819,17,8,39646,5301,604,99,20,Education
vid_2820,Short Video #1820,17,1,110664,15914,678,266,12,Education
vid_2821,Short Video #1821,22,7,63071,9420,740,360,16,Tech
vid_2822,Short Video #1822,36,4,107607,6728,691,685,22,Travel
vid_2823,Short Video #1823,36,1,221309,24637,3096,1480,8,Food
vid_2824,Short Video #1824,39,9,128347,8977,1182,989,16,Education
vid_2825,Short Video #1825,43,5,214862,16383,2000,785,1,Food
vid_2826,Short Video #1826,50,9,53804,6701,330,355,18,Tech
vid_2827,Short Video #1827,56,7,189562,28010,1829,510,18,Education
vid_2828,Short Video #1828,33,3,269941,29554,3401,801,23,Education
vid_2829,Short Video #1829,53,1,102599,13856,1412,164,6,Travel
vid_2830,Short Video #1830,33,4,397612,20233,2385,3070,21,Food
vid_2831,Short Video #1831,57,1,59014,3166,871,328,9,Food
vid_2832,Short Video #1832,48,1,67285,7379,829,211,9,Food
vid_2833,Short Video #1833,20,5,145795,12960,1903,875,19,Travel
vid_2834,Short Video #1834,60,9,101995,14174,1784,427,8,Education
vid_2835,Short Video #1835,48,8,63212,5069,640,539,16,Tech
vid_2836,Short Video #1836,51,3,143123,13339,1089,823,14,Food
vid_2837,Short Video #1837,14,5,122189,12559,1622,154,1,Lifestyle
vid_2838,Short Video #1838,34,6,69441,5368,1331,685,3,Travel
vid_2839,Short Video #1839,29,5,110572,15574,1411,184,18,Comedy
vid_2840,Short Video #1840,43,7,155657,15013,2720,1130,16,Tech
vid_2841,Short Video #1841,24,3,68522,6332,1120,338,4,Lifestyle
vid_2842,Short Video #1842,9,0,134618,18170,1719,436,6,Food
vid_2843,Short Video #1843,5,6,58675,4764,863,415,17,Comedy
vid_2844,Short Video #1844,34,2,65887,8680,731,140,20,Tech
vid_2845,Short Video #1845,53,5,192327,11967,2492,1677,21,Travel
vid_2846,Short Video #1846,7,1,142664,9740,1798,464,6,Comedy
vid_2847,Short Video #1847,49,8,31821,4616,497,135,16,Education
vid_2848,Short Video #1848,18,0,78862,10586,879,527,6,Comedy
vid_2849,Short Video #1849,60,5,132431,11758,860,133,3,Lifestyle
vid_2850,Short Video #1850,34,5,107293,12214,1805,563,7,Tech
vid_2851,Short Video #1851,54,4,143046,20641,2184,1294,12,Lifestyle
vid_2852,Short Video #1852,8,4,105829,7533,2037,753,3,Lifestyle
vid_2853,Short Video #1853,22,0,91166,5096,1042,409,5,Food
vid_2854,Short Video #1854,41,9,89509,9286,552,621,4,Travel
vid_2855,Short Video #1855,29,4,189986,12208,1296,1791,11,Comedy
vid_2856,Short Video #1856,52,1,149786,10295,2486,402,3,Tech
vid_2857,Short Video #1857,5,6,125850,17512,757,728,23,Education
vid_2858,Short Video #1858,57,2,104120,5283,1938,324,8,Travel
vid_2859,Short Video #1859,50,3,71019,9351,655,617,3,Travel
vid_2860,Short Video #1860,19,2,82120,8351,1517,615,18,Tech
vid_2861,Short Video #1861,13,2,186988,19807,3104,1535,23,Travel
vid_2862,Short Video #1862,19,3,176716,20707,3192,1676,13,Food
vid_2863,Short Video #1863,53,4,66893,6230,549,206,4,Travel
vid_2864,Short Video #1864,28,0,104814,6452,1460,150,17,Food
vid_2865,Short Video #1865,8,3,133129,8025,852,481,9,Comedy
vid_2866,Short Video #1866,16,7,128016,16057,1028,587,18,Comedy
vid_2867,Short Video #1867,41,9,127425,9187,1229,844,11,Lifestyle
vid_2868,Short Video #1868,41,6,50653,2674,816,414,17,Food
vid_2869,Short Video #1869,47,8,48879,7232,262,202,16,Education
vid_2870,Short Video #1870,10,4,199210,29490,3694,1048,23,Comedy
vid_2871,Short Video #1871,43,9,244119,21437,1479,1969,10,Travel
vid_2872,Short Video #1872,60,3,40582,2132,432,122,2,Tech
vid_2873,Short Video #1873,50,7,97085,11914,603,286,22,Tech
vid_2874,Short Video #1874,28,8,160882,21413,2660,1014,16,Food
vid_2875,Short Video #1875,15,6,26310,1644,187,129,0,Education
vid_2876,Short Video #1876,17,6,51844,3294,947,494,14,Lifestyle
vid_2877,Short Video #1877,38,4,93403,12349,1209,393,8,Travel
vid_2878,Short Video #1878,29,3,68985,9809,1326,540,14,Food
vid_2879,Short Video #1879,11,9,111914,14445,1047,699,23,Tech
vid_2880,Short Video #1880,56,0,238539,16715,2818,355,2,Food
vid_2881,Short Video #1881,8,9,59178,5394,912,104,21,Travel
vid_2882,Short Video #1882,12,9,101738,11199,1778,287,18,Education
vid_2883,Short Video #1883,24,6,80267,5299,908,183,12,Education
vid_2884,Short Video #1884,33,0,107132,7612,1969,424,11,Comedy
vid_2885,Short Video #1885,58,0,99059,7755,670,615,19,Travel
vid_2886,Short Video #1886,57,4,480373,48494,7508,3084,0,Comedy
vid_2887,Short Video #1887,55,8,241287,24389,2466,1517,20,Comedy
vid_2888,Short Video #1888,49,5,38232,5024,249,78,16,Comedy
vid_2889,Short Video #1889,50,2,57521,7207,621,368,12,Food
vid_2890,Short Video #1890,14,2,61900,8751,1126,290,0,Tech
vid_2891,Short Video #1891,47,6,47072,6274,927,429,9,Education
vid_2892,Short Video #1892,38,5,43433,3274,473,399,14,Food
vid_2893,Short Video #1893,30,8,88696,7373,1622,701,6,Tech
vid_2894,Short Video #1894,45,5,63334,6336,800,464,21,Education
vid_2895,Short Video #1895,53,4,57845,2974,911,117,17,Travel
vid_2896,Short Video #1896,7,9,331798,46581,1884,584,15,Education
vid_2897,Short Video #1897,60,6,66004,3592,881,565,13,Education
vid_2898,Short Video #1898,10,0,75667,6223,457,366,17,Education
vid_2899,Short Video #1899,9,6,154025,16467,1390,779,6,Lifestyle
vid_2900,Short Video #1900,9,2,75514,7686,1019,651,16,Travel
vid_2901,Short Video #1901,58,8,49050,5662,839,323,17,Food
vid_2902,Short Video #1902,51,5,84561,8688,1134,221,11,Food
